FRANCES,ROBINSON,ANDERSON,35,F,54000.00,4289234567890123,4567,DEBITO,4600.00,0.05,300000.00,0.12,36,CASA
GREG,ANDERSON,JONES,29,M,52000.00,4299345678991234,5678,DEBITO,4700.00,0.05,50000.00,0.10,12,ESTUDIANTIL
HALEY,LEE,ROBINSON,38,F,55000.00,4299456689012345,6789,DEBITO,4800.00,0.05,100000.00,0.15,24,AUTOMOVILISTICO
ISAAC,SMITH,ANDERSON,31,M,50000.00,4299967890123456,7890,DEBITO,4900.00,0.05,300000.00,0.12,36,CASA
JUNE,ROBINSON,LEE,27,F,54000.00,4299578901234567,8901,DEBITO,5000.00,0.05,50000.00,0.10,12,ESTUDIANTIL
KYLE,ANDERSON,SMITH,34,M,49000.00,4299789912345678,9012,DEBITO,5100.00,0.05,100000.00,0.15,24,AUTOMOVILISTICO
LILA,LEE,ROBINSON,32,F,55000.00,42996890123456789,0123,DEBITO,5200.00,0.05,300000.00,0.12,36,CASA
MARTIN,SMITH,JONES,27,M,52000.00,4299931234567890,1234,DEBITO,5300.00,0.05,50000.00,0.10,12,ESTUDIANTIL
NINA,ANDERSON,MARTIN,29,F,54000.00,4299012345608901,2345,DEBITO,5400.00,0.05,100000.00,0.15,24,AUTOMOVILISTICO
OLIVER,LEE,SMITH,35,M,55000.00,4299123456789012,3456,DEBITO,5500.00,0.05,300000.00,0.12,36,CASA
PENNY,ROBINSON,ANDERSON,28,F,50000.00,4299234567890123,4567,DEBITO,5600.00,0.05,50000.00,0.10,12,ESTUDIANTIL
QUINN,SMITH,LEE,33,M,52000.00,4299345678901234,5678,DEBITO,5700.00,0.05,100000.00,0.15,24,AUTOMOVILISTICO
RILEY,ANDERSON,JONES,37,F,53000.00,4299456789012345,6789,DEBITO,5800.00,0.05,300000.00,0.12,36,CASA
SOPHIA,LEE,ROBINSON,30,F,49000.00,4299567890123456,7890,DEBITO,5900.00,0.05,50000.00,0.10,12,ESTUDIANTIL
TREY,SMITH,MARTIN,27,M,55000.00,4299678901234567,8901,DEBITO,6000.00,0.05,100000.00,0.15,24,AUTOMOVILISTICO
URSULA,ROBINSON,JONES,31,F,54000.00,4299789012345678,9012,DEBITO,6100.00,0.05,300000.00,0.12,36,CASA
VANCE,ANDERSON,LEE,40,M,50000.00,4299890123456789,0123,DEBITO,6200.00,0.05,50000.00,0.10,12,ESTUDIANTIL
WANDA,JONES,ANDERSON,34,F,55000.00,4299901234567890,1234,DEBITO,6300.00,0.05,100000.00,0.15,24,AUTOMOVILISTICO
XANDER,LEE,SMITH,31,M,52000.00,4299012345678901,2345,DEBITO,6400.00,0.05,300000.00,0.12,36,CASA
