BELLE,ROBINSON,SMITH,33,F,53000.0,4299443456789012,2345,CREDITO,-7000.0,0.08,0.1,50000.0,0.1,12,ESTUDIANTIL
NINA,LEE,SMITH,39,F,50000.0,4299345678907234,4567,CREDITO,-14000.0,0.11,0.1,300000.0,0.12,36,CASA
REBECCA,ANDERSON,JONES,32,F,52000.0,4299345678901234,4567,CREDITO,-10000.0,0.11,0.1,100000.0,0.15,24,AUTOMOVILISTICO
DINA,SMITH,ANDERSON,31,F,49000.0,4299345611901234,4567,CREDITO,-8000.0,0.09,0.15,100000.0,0.15,24,AUTOMOVILISTICO
ZANE,LEE,ANDERSON,27,M,52000.0,4299267890123456,6789,CREDITO,-11000.0,0.12,0.1,100000.0,0.15,24,AUTOMOVILISTICO
QUIN,LEE,SMITH,29,F,55000.0,4299238567890123,3456,CREDITO,-12000.0,0.1,0.15,50000.0,0.1,12,ESTUDIANTIL
WILLOW,SMITH,JONES,33,F,50000.0,4299234567890323,3456,CREDITO,-15000.0,0.08,0.15,100000.0,0.15,24,AUTOMOVILISTICO
CARL,ANDERSON,LEE,40,M,50000.0,4299234567720123,3456,CREDITO,-12000.0,0.11,0.1,300000.0,0.12,36,CASA
MIA,JONES,ANDERSON,35,F,55000.0,42991734567890123,3456,CREDITO,-8000.0,0.1,0.1,100000.0,0.15,24,AUTOMOVILISTICO
ZACHARY,LEE,JONES,37,M,53000.0,4299123456789012,2345,CREDITO,-5000.0,0.1,0.15,50000.0,0.1,12,ESTUDIANTIL
VICTOR,LEE,ANDERSON,35,M,52000.0,4299123456782012,2345,CREDITO,-10000.0,0.07,0.1,50000.0,0.1,12,ESTUDIANTIL
ANGEL,LOPEZ,ENRIQUEZ,34,M,30000.0,4299123456089012,2345,CREDITO,-9000.0,0.08,0.1,50000.0,0.1,12,ESTUDIANTIL
LUCAS,SMITH,ROBINSON,27,M,53000.0,4299123455689012,2345,CREDITO,-5000.0,0.09,0.15,50000.0,0.1,12,ESTUDIANTIL
GINA,ANDERSON,JONES,31,F,50000.0,4299034567890123,3456,CREDITO,-14000.0,0.11,0.15,300000.0,0.12,36,CASA
ALEX,JONES,BROWN,26,M,52000.0,4299012345818901,1234,CREDITO,-5000.0,0.1,0.15,100000.0,0.15,24,AUTOMOVILISTICO
OLIVIA,SMITH,ROBINSON,31,F,53000.0,4299012345678981,1234,CREDITO,-14000.0,0.12,0.15,100000.0,0.15,24,AUTOMOVILISTICO
YVETTE,ANDERSON,SMITH,31,F,50000.0,4299012345678901,1234,CREDITO,-12000.0,0.08,0.15,300000.0,0.12,36,CASA
UMBER,JONES,SMITH,30,F,49000.0,4299012345278901,1234,CREDITO,-12000.0,0.1,0.15,300000.0,0.12,36,CASA
KYLIE,SMITH,ROBINSON,37,F,49000.0,4295678901234567,7890,CREDITO,-6000.0,0.08,0.15,50000.0,0.1,12,ESTUDIANTIL
MARIA,MERCADO,CORTES,37,F,3432.0,4294754489966620,1411,CREDITO,34232.0,0.1,0.15,100000.0,0.15,26,AUTOMOVILISTICO
JESUS,GONZALEZ,GUTIERREZ,23,M,53423.0,4294706513835228,2334,CREDITO,4322.0,0.12,0.15,50000.0,0.1,12,ESTUDIANTIL
BRANDON,CHAVARRIA,ANGELES,22,M,30000.0,4294657080225036,4619,CREDITO,30000.0,0.1,0.13,300000.0,0.12,36,CASA
FERNANDA,ELIZONDO,VALLADARES,41,F,43432.0,4294129529808661,5111,CREDITO,32422.0,0.18,0.14,300000.0,0.12,36,CASA
HANK,SMITH,ROBINSON,35,M,55000.0,4293345678901234,4567,CREDITO,-7000.0,0.1,0.1,50000.0,0.1,12,ESTUDIANTIL
XANDER,ANDERSON,LEE,29,M,53000.0,4279345678901234,4567,CREDITO,-6000.0,0.11,0.1,300000.0,0.12,36,CASA
ELENA,JONES,ANDERSON,27,F,49000.0,4209012345678901,1234,CREDITO,-12000.0,0.1,0.15,50000.0,0.1,12,ESTUDIANTIL
